Geneid	A2537	A0	A10^-5	A5x10-5	A10^-4	A10^-3	A2x10^-3	A5x10^-3	B2537	B0	B10^-5	B5x10-5	B10^-4	B10^-3	B2x10^-3	B5x10^-3	C2537	C0	C10^-5	C5x10-5	C10^-4	C10^-3	C2x10^-3	C5x10^-3
CDS:b0078:ilvH:acetolactate_synthase_32C_small_subunit2C_valine-sensitive:cds76:+:491:NC_000913.3	35	42	90	93	22	69	69	56	54	5	10	63	32	81	80	57	54	45	75	68	68	63	54	50
AS_CDS:b0078:ilvH:acetolactate_synthase_32C_small_subunit2C_valine-sensitive:cds76:+:491:NC_000913.3	21	7	7	19	4	11	12	11	17	1	0	24	9	15	18	18	18	4	9	18	22	17	11	17
IGR:(CDS,b0078,ilvH,acetolactate_synthase_32C_small_subunit2C_valine-sensitive,cds76,+,491/CDS,b0080,cra,transcriptional_repressor-activator_for_carbon_metabolism,cds77,+,1004):+:1056:NC_000913.3	51	166	276	268	34	135	110	69	82	19	13	255	75	174	258	59	88	109	258	155	185	86	72	50
AS_IGR:(CDS,b0078,ilvH,acetolactate_synthase_32C_small_subunit2C_valine-sensitive,cds76,+,491/CDS,b0080,cra,transcriptional_repressor-activator_for_carbon_metabolism,cds77,+,1004):+:1056:NC_000913.3	49	32	37	67	16	47	43	52	110	6	3	115	33	55	68	34	91	16	50	93	82	39	33	40
CDS:b0080:cra:transcriptional_repressor-activator_for_carbon_metabolism:cds77:+:1004:NC_000913.3	628	2077	3105	3364	425	2193	1978	1187	830	213	133	2780	712	2733	2733	1285	1130	1242	3188	2347	2494	1432	1115	668
AS_CDS:b0080:cra:transcriptional_repressor-activator_for_carbon_metabolism:cds77:+:1004:NC_000913.3	7	4	7	16	8	16	13	9	14	3	1	11	9	17	17	68	16	3	6	7	16	16	12	8
IGR:(CDS,b0080,cra,transcriptional_repressor-activator_for_carbon_metabolism,cds77,+,1004/CDS,b0081,mraZ,RsmH_methytransferase_inhibitor,cds78,+,458):+:510:NC_000913.3	149	238	337	415	60	473	429	279	312	46	19	407	100	638	705	436	318	114	473	402	470	407	298	237
AS_IGR:(CDS,b0080,cra,transcriptional_repressor-activator_for_carbon_metabolism,cds77,+,1004/CDS,b0081,mraZ,RsmH_methytransferase_inhibitor,cds78,+,458):+:510:NC_000913.3	42	31	35	97	21	78	66	43	100	6	4	70	37	74	90	99	78	24	32	38	65	78	58	48
CDS:b0081:mraZ:RsmH_methytransferase_inhibitor:cds78:+:458:NC_000913.3	621	1019	1383	2209	379	1310	971	750	902	111	70	1484	914	1669	1395	888	1034	528	1107	1579	1956	1517	893	776
AS_CDS:b0081:mraZ:RsmH_methytransferase_inhibitor:cds78:+:458:NC_000913.3	5	0	5	9	4	4	8	2	9	1	1	14	2	6	6	4	13	1	9	11	6	6	3	7
CDS:b0082:rsmH:16S_rRNA_m28429C1402_methyltransferase2C_SAM-dependent:cds79:+:941:NC_000913.3	469	832	1075	1700	271	1029	806	635	704	54	48	1264	567	1280	1060	966	783	380	854	1168	1608	1150	673	610
AS_CDS:b0082:rsmH:16S_rRNA_m28429C1402_methyltransferase2C_SAM-dependent:cds79:+:941:NC_000913.3	4	3	4	4	0	5	5	3	8	1	0	5	4	7	2	5	2	1	1	5	12	2	2	1
CDS:b0083:ftsL:membrane_bound_cell_division_protein_at_septum_containing_leucine_zipper_motif:cds80:+:365:NC_000913.3	276	444	613	972	121	602	479	337	427	70	28	725	345	677	789	433	526	239	548	770	975	587	382	270
AS_CDS:b0083:ftsL:membrane_bound_cell_division_protein_at_septum_containing_leucine_zipper_motif:cds80:+:365:NC_000913.3	12	4	10	12	9	14	9	5	16	1	0	15	5	16	29	15	15	12	13	19	19	12	6	6
CDS:b0084:ftsI:transpeptidase_involved_in_septal_peptidoglycan_synthesis_28penicillin-binding_protein_329:cds81:+:1766:NC_000913.3	1453	2490	4711	6080	1506	3888	1865	1593	3702	2145	1029	6998	3646	4613	4015	2809	3232	4935	6241	5757	6598	3422	1738	1541
AS_CDS:b0084:ftsI:transpeptidase_involved_in_septal_peptidoglycan_synthesis_28penicillin-binding_protein_329:cds81:+:1766:NC_000913.3	32	36	67	66	38	74	56	39	55	11	6	58	40	72	93	92	41	41	64	84	70	39	48	42
CDS:b0085:murE:UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate_ligase:cds82:+:1487:NC_000913.3	153	297	374	585	55	564	563	325	236	12	21	361	135	779	605	284	294	172	511	399	699	532	337	206
AS_CDS:b0085:murE:UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate_ligase:cds82:+:1487:NC_000913.3	4	4	0	7	0	0	2	4	3	0	0	4	1	3	2	3	9	1	5	3	2	3	4	2
CDS:b0086:murF:UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine_ligase:cds83:+:1358:NC_000913.3	194	257	384	510	61	752	686	406	224	18	18	367	142	849	771	442	327	155	499	407	695	581	384	265
AS_CDS:b0086:murF:UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine_ligase:cds83:+:1358:NC_000913.3	2	22	15	15	6	24	24	14	28	0	1	22	17	20	30	14	41	0	24	18	29	14	9	21
CDS:b0087:mraY:phospho-N-acetylmuramoyl-pentapeptide_transferase:cds84:+:1082:NC_000913.3	198	266	484	488	60	759	604	387	286	21	22	324	126	788	660	382	371	220	478	321	711	620	376	242
AS_CDS:b0087:mraY:phospho-N-acetylmuramoyl-pentapeptide_transferase:cds84:+:1082:NC_000913.3	13	16	15	27	12	23	21	13	30	5	1	20	14	18	28	10	20	20	7	18	18	22	5	11
CDS:b0088:murD:UDP-N-acetylmuramoyl-L-alanine:D-glutamate_ligase:cds85:+:1316:NC_000913.3	161	256	403	485	51	661	661	359	277	13	11	303	123	884	706	425	290	189	430	306	673	558	343	243
AS_CDS:b0088:murD:UDP-N-acetylmuramoyl-L-alanine:D-glutamate_ligase:cds85:+:1316:NC_000913.3	5	7	11	7	1	11	11	11	15	7	5	17	10	10	14	11	6	18	12	11	11	13	7	11
CDS:b0089:ftsW:lipid_II_flippase3B_integral_membrane_protein_involved_in_stabilizing_FstZ_ring_during_cell_division:cds86:+:1244:NC_000913.3	208	307	379	536	53	686	647	370	307	23	11	383	154	937	804	441	435	186	480	358	649	537	389	254
AS_CDS:b0089:ftsW:lipid_II_flippase3B_integral_membrane_protein_involved_in_stabilizing_FstZ_ring_during_cell_division:cds86:+:1244:NC_000913.3	6	3	8	12	6	5	9	16	8	7	3	16	12	14	16	16	13	13	7	17	7	15	14	19
CDS:b0090:murG:N-acetylglucosaminyl_transferase:cds87:+:1067:NC_000913.3	204	242	345	410	54	706	639	401	254	20	21	265	120	781	725	403	342	150	418	314	598	555	337	275
AS_CDS:b0090:murG:N-acetylglucosaminyl_transferase:cds87:+:1067:NC_000913.3	5	5	5	12	4	10	13	6	4	0	0	8	0	10	13	11	17	3	4	18	7	7	4	6
IGR:(CDS,b0090,murG,N-acetylglucosaminyl_transferase,cds87,+,1067/CDS,b0091,murC,UDP-N-acetylmuramate,L-alanine_ligase,cds88,+,1475):+:1527:NC_000913.3	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1
AS_IGR:(CDS,b0090,murG,N-acetylglucosaminyl_transferase,cds87,+,1067/CDS,b0091,murC,UDP-N-acetylmuramate,L-alanine_ligase,cds88,+,1475):+:1527:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0091:murC:UDP-N-acetylmuramate:L-alanine_ligase:cds88:+:1475:NC_000913.3	179	218	352	378	34	585	574	469	209	18	10	253	113	788	608	377	305	165	325	263	516	504	378	300
AS_CDS:b0091:murC:UDP-N-acetylmuramate:L-alanine_ligase:cds88:+:1475:NC_000913.3	1	9	11	26	4	10	15	12	17	3	0	19	6	14	16	13	26	3	19	35	23	13	22	10
CDS:b0092:ddlB:D-alanine:D-alanine_ligase:cds89:+:920:NC_000913.3	274	373	620	641	130	798	759	554	400	38	26	530	275	983	835	523	536	293	572	564	782	666	403	348
AS_CDS:b0092:ddlB:D-alanine:D-alanine_ligase:cds89:+:920:NC_000913.3	0	0	1	1	0	1	1	0	2	0	0	1	3	0	1	4	0	0	0	0	0	0	0	4
CDS:b0093:ftsQ:divisome_assembly_protein2C_membrane_anchored_protein_involved_in_growth_of_wall_at_septum:cds90:+:830:NC_000913.3	366	368	564	725	123	759	787	661	538	62	45	692	260	976	839	655	811	262	636	713	973	681	441	493
AS_CDS:b0093:ftsQ:divisome_assembly_protein2C_membrane_anchored_protein_involved_in_growth_of_wall_at_septum:cds90:+:830:NC_000913.3	4	5	13	25	3	14	7	8	16	8	1	10	5	4	15	8	11	13	16	20	15	14	11	10
CDS:b0094:ftsA:ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring:cds91:+:1262:NC_000913.3	784	884	1170	1506	225	1762	1656	1313	1378	94	59	1169	625	2196	2123	1307	1536	450	1023	1307	1797	1590	1101	1143
AS_CDS:b0094:ftsA:ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring:cds91:+:1262:NC_000913.3	2	6	15	13	0	3	2	6	3	1	2	8	1	4	5	9	2	1	3	9	1	3	2	2
IGR:(CDS,b0094,ftsA,ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring,cds91,+,1262/CDS,b0095,ftsZ,GTP-binding_tubulin-like_cell_division_protein,cds92,+,1151):+:1203:NC_000913.3	17	17	17	25	5	43	42	30	38	1	1	21	14	52	61	22	32	7	17	24	31	42	30	29
AS_IGR:(CDS,b0094,ftsA,ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring,cds91,+,1262/CDS,b0095,ftsZ,GTP-binding_tubulin-like_cell_division_protein,cds92,+,1151):+:1203:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0095:ftsZ:GTP-binding_tubulin-like_cell_division_protein:cds92:+:1151:NC_000913.3	935	1394	1855	2423	312	2182	2308	1614	1365	153	116	1852	641	2922	2819	2210	1878	886	1860	2005	2408	1789	1217	1039
AS_CDS:b0095:ftsZ:GTP-binding_tubulin-like_cell_division_protein:cds92:+:1151:NC_000913.3	3	4	9	15	4	22	9	26	6	4	0	4	5	12	4	6	10	2	5	15	8	10	7	25
IGR:(CDS,b0095,ftsZ,GTP-binding_tubulin-like_cell_division_protein,cds92,+,1151/CDS,b0096,lpxC,UDP-3-O-acyl_N-acetylglucosamine_deacetylase,cds93,+,917):+:969:NC_000913.3	102	130	180	235	81	235	231	171	176	35	22	193	161	297	324	132	207	79	171	215	228	205	132	113
AS_IGR:(CDS,b0095,ftsZ,GTP-binding_tubulin-like_cell_division_protein,cds92,+,1151/CDS,b0096,lpxC,UDP-3-O-acyl_N-acetylglucosamine_deacetylase,cds93,+,917):+:969:NC_000913.3	1	1	1	1	0	2	1	3	1	0	0	1	0	1	1	2	2	0	1	1	1	1	1	4
CDS:b0096:lpxC:UDP-3-O-acyl_N-acetylglucosamine_deacetylase:cds93:+:917:NC_000913.3	7125	9282	13114	18688	10869	17831	18578	15842	11275	2212	1237	15972	15615	20525	17389	13284	12635	8041	11969	14586	17621	15054	11207	11676
AS_CDS:b0096:lpxC:UDP-3-O-acyl_N-acetylglucosamine_deacetylase:cds93:+:917:NC_000913.3	7	14	24	12	5	15	19	9	16	5	4	19	5	13	27	18	20	18	17	24	16	17	17	20
IGR:(CDS,b0096,lpxC,UDP-3-O-acyl_N-acetylglucosamine_deacetylase,cds93,+,917/CDS,b0097,secM,regulator_of_secA_translation,cds94,+,512):+:564:NC_000913.3	537	621	1009	1588	1140	1721	1639	1608	982	178	91	1494	1272	1727	1376	3219	870	629	903	1085	1481	1251	953	1040
AS_IGR:(CDS,b0096,lpxC,UDP-3-O-acyl_N-acetylglucosamine_deacetylase,cds93,+,917/CDS,b0097,secM,regulator_of_secA_translation,cds94,+,512):+:564:NC_000913.3	7	1	4	15	2	6	9	5	9	1	1	11	4	10	4	5	4	0	2	2	6	9	7	4
CDS:b0097:secM:regulator_of_secA_translation:cds94:+:512:NC_000913.3	369	413	718	805	152	1087	1158	647	563	72	43	764	320	1201	1325	2845	713	293	721	829	798	1004	703	619
AS_CDS:b0097:secM:regulator_of_secA_translation:cds94:+:512:NC_000913.3	7	14	17	22	9	15	17	9	12	5	4	37	12	32	20	11	26	9	14	31	20	13	14	4
IGR:(CDS,b0097,secM,regulator_of_secA_translation,cds94,+,512/CDS,b0098,secA,preprotein_translocase_subunit2C_ATPase,cds95,+,2705):+:2757:NC_000913.3	9	10	14	18	4	22	28	16	12	2	1	14	6	25	26	14	16	8	17	15	18	20	15	14
AS_IGR:(CDS,b0097,secM,regulator_of_secA_translation,cds94,+,512/CDS,b0098,secA,preprotein_translocase_subunit2C_ATPase,cds95,+,2705):+:2757:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0098:secA:preprotein_translocase_subunit2C_ATPase:cds95:+:2705:NC_000913.3	1409	1148	1628	2209	483	3563	3256	2728	1782	120	66	1641	1039	4341	4326	2952	2015	649	1429	1682	2357	3722	2540	2520
AS_CDS:b0098:secA:preprotein_translocase_subunit2C_ATPase:cds95:+:2705:NC_000913.3	5	25	12	33	6	31	27	12	32	2	3	65	18	32	24	16	35	12	28	35	19	23	19	17
IGR:(CDS,b0098,secA,preprotein_translocase_subunit2C_ATPase,cds95,+,2705/CDS,b0099,mutT,nucleoside_triphosphate_pyrophosphohydrolase2C_marked_preference_for_dGTP,cds96,+,389):+:441:NC_000913.3	9	6	10	14	3	28	12	21	16	1	1	11	9	22	17	14	8	2	6	13	15	26	10	11
AS_IGR:(CDS,b0098,secA,preprotein_translocase_subunit2C_ATPase,cds95,+,2705/CDS,b0099,mutT,nucleoside_triphosphate_pyrophosphohydrolase2C_marked_preference_for_dGTP,cds96,+,389):+:441:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0099:mutT:nucleoside_triphosphate_pyrophosphohydrolase2C_marked_preference_for_dGTP:cds96:+:389:NC_000913.3	52	43	48	90	20	120	125	94	65	5	8	63	30	124	109	451	79	19	67	72	84	145	64	65
AS_CDS:b0099:mutT:nucleoside_triphosphate_pyrophosphohydrolase2C_marked_preference_for_dGTP:cds96:+:389:NC_000913.3	25	18	32	42	4	35	31	30	34	2	1	43	3	50	42	24	64	9	44	33	53	42	54	39
IGR:(CDS,b0099,mutT,nucleoside_triphosphate_pyrophosphohydrolase2C_marked_preference_for_dGTP,cds96,+,389/CDS,b0101,yacG,DNA_gyrase_inhibitor,cds97,-,197):+:249:NC_000913.3	27	28	43	50	8	61	71	52	29	4	4	41	19	52	66	42	41	15	42	30	43	44	40	25
AS_IGR:(CDS,b0099,mutT,nucleoside_triphosphate_pyrophosphohydrolase2C_marked_preference_for_dGTP,cds96,+,389/CDS,b0101,yacG,DNA_gyrase_inhibitor,cds97,-,197):+:249:NC_000913.3	82	45	83	123	8	92	80	91	104	4	6	96	25	127	113	54	127	28	74	89	121	93	100	96
CDS:b0101:yacG:DNA_gyrase_inhibitor:cds97:-:197:NC_000913.3	109	64	101	148	21	103	151	124	103	6	4	102	28	155	113	112	156	33	98	111	149	126	103	129
AS_CDS:b0101:yacG:DNA_gyrase_inhibitor:cds97:-:197:NC_000913.3	14	9	7	17	7	21	30	18	17	1	0	20	7	33	17	54	24	6	13	8	17	18	11	16
CDS:b0102:zapD:FtsZ_stabilizer:cds98:-:743:NC_000913.3	358	302	397	493	75	435	500	418	464	21	25	401	154	507	466	403	570	150	355	457	541	423	377	411
AS_CDS:b0102:zapD:FtsZ_stabilizer:cds98:-:743:NC_000913.3	29	54	55	62	6	38	32	44	33	6	3	53	9	54	35	57	35	40	52	35	64	43	30	36
CDS:b0103:coaE:dephospho-CoA_kinase:cds99:-:620:NC_000913.3	377	350	531	693	105	536	638	473	581	34	30	612	273	699	672	655	615	156	424	537	675	535	489	459
AS_CDS:b0103:coaE:dephospho-CoA_kinase:cds99:-:620:NC_000913.3	6	7	12	25	2	27	21	14	19	1	2	16	10	18	14	28	25	3	15	21	12	15	13	17
IGR:(CDS,b0103,coaE,dephospho-CoA_kinase,cds99,-,620/CDS,b0104,guaC,GMP_reductase,cds100,+,1043):+:1095:NC_000913.3	17	14	19	23	4	46	46	24	25	6	2	26	14	57	75	17	23	10	33	19	20	37	22	16
AS_IGR:(CDS,b0103,coaE,dephospho-CoA_kinase,cds99,-,620/CDS,b0104,guaC,GMP_reductase,cds100,+,1043):+:1095:NC_000913.3	12	18	28	30	5	24	27	22	21	3	2	35	22	32	31	151	39	6	23	23	35	27	21	25
CDS:b0104:guaC:GMP_reductase:cds100:+:1043:NC_000913.3	192	348	427	461	109	763	796	478	328	85	31	484	194	905	1194	653	343	247	433	452	388	794	498	308
AS_CDS:b0104:guaC:GMP_reductase:cds100:+:1043:NC_000913.3	9	19	25	28	6	27	29	9	29	7	2	30	8	22	23	79	18	21	29	33	23	15	14	17
CDS:b0106:hofC:assembly_protein_in_type_IV_pilin_biogenesis2C_transmembrane_protein:cds101:-:1202:NC_000913.3	22	17	32	36	16	58	31	16	32	11	4	38	20	45	44	51	34	22	38	47	42	29	25	19
AS_CDS:b0106:hofC:assembly_protein_in_type_IV_pilin_biogenesis2C_transmembrane_protein:cds101:-:1202:NC_000913.3	32	46	51	71	22	78	69	79	90	9	7	65	21	93	105	191	70	44	61	63	68	87	51	67
CDS:b0107:hofB:T2SE_secretion_family_protein3B_P-loop_ATPase_superfamily_protein:cds102:-:1385:NC_000913.3	25	52	57	96	21	98	59	37	56	14	3	71	41	128	130	66	43	14	64	76	57	66	59	42
AS_CDS:b0107:hofB:T2SE_secretion_family_protein3B_P-loop_ATPase_superfamily_protein:cds102:-:1385:NC_000913.3	21	39	41	33	13	35	29	28	20	9	7	41	22	43	65	52	29	11	31	34	44	29	35	12
CDS:b0108:ppdD:putative_prepilin_peptidase-dependent_pilin:cds103:-:440:NC_000913.3	1	12	4	7	8	8	7	7	4	0	0	3	1	8	10	14	1	0	4	7	8	8	6	6
AS_CDS:b0108:ppdD:putative_prepilin_peptidase-dependent_pilin:cds103:-:440:NC_000913.3	6	9	1	6	3	9	7	8	5	2	0	9	0	5	7	3	3	6	6	4	7	7	5	10
IGR:(CDS,b0108,ppdD,putative_prepilin_peptidase-dependent_pilin,cds103,-,440/CDS,b0109,nadC,quinolinate_phosphoribosyltransferase,cds104,-,893):+:945:NC_000913.3	3	7	5	6	4	8	6	4	4	2	1	10	6	10	7	1	7	9	8	10	6	6	8	11
AS_IGR:(CDS,b0108,ppdD,putative_prepilin_peptidase-dependent_pilin,cds103,-,440/CDS,b0109,nadC,quinolinate_phosphoribosyltransferase,cds104,-,893):+:945:NC_000913.3	38	41	37	32	18	48	29	26	42	4	4	51	27	58	54	16	55	9	49	42	62	76	32	28
CDS:b0109:nadC:quinolinate_phosphoribosyltransferase:cds104:-:893:NC_000913.3	320	275	453	510	176	468	451	300	335	60	40	437	287	603	629	309	440	268	465	507	498	597	395	336
AS_CDS:b0109:nadC:quinolinate_phosphoribosyltransferase:cds104:-:893:NC_000913.3	37	37	62	73	24	54	63	50	73	8	1	87	21	51	77	63	69	53	82	83	86	78	35	41
IGR:(CDS,b0109,nadC,quinolinate_phosphoribosyltransferase,cds104,-,893/CDS,b0110,ampD,12C6-anhydro-N-acetylmuramyl-L-alanine_amidase2C_Zn-dependent3B_murein_amidase,cds105,+,551):+:603:NC_000913.3	10	18	25	23	5	22	22	19	19	2	1	22	7	28	32	7	25	9	23	18	22	20	16	15
AS_IGR:(CDS,b0109,nadC,quinolinate_phosphoribosyltransferase,cds104,-,893/CDS,b0110,ampD,12C6-anhydro-N-acetylmuramyl-L-alanine_amidase2C_Zn-dependent3B_murein_amidase,cds105,+,551):+:603:NC_000913.3	10	9	13	13	4	12	13	9	13	2	2	17	10	19	26	25	13	8	17	19	15	15	13	15
CDS:b0110:ampD:12C6-anhydro-N-acetylmuramyl-L-alanine_amidase2C_Zn-dependent3B_murein_amidase:cds105:+:551:NC_000913.3	233	294	421	519	70	424	468	367	377	38	25	421	138	535	641	374	466	213	451	430	430	425	340	306
AS_CDS:b0110:ampD:12C6-anhydro-N-acetylmuramyl-L-alanine_amidase2C_Zn-dependent3B_murein_amidase:cds105:+:551:NC_000913.3	4	3	13	3	5	4	5	9	4	2	0	9	4	8	5	112	4	3	4	4	10	3	5	6
CDS:b0111:ampE:ampicillin_resistance_inner_membrane_protein3B_putative_signaling_protein_in_beta-lactamase_regulation:cds106:+:854:NC_000913.3	204	238	250	412	34	255	304	218	344	23	17	293	83	317	314	235	396	125	212	230	310	299	192	207
AS_CDS:b0111:ampE:ampicillin_resistance_inner_membrane_protein3B_putative_signaling_protein_in_beta-lactamase_regulation:cds106:+:854:NC_000913.3	24	20	32	62	16	27	42	27	66	9	8	45	20	46	41	34	85	35	34	46	67	45	37	28
CDS:b0112:aroP:aromatic_amino_acid_transporter:cds107:-:1373:NC_000913.3	249	395	554	584	205	403	383	313	409	72	52	526	280	409	458	361	557	328	576	570	547	327	208	238
AS_CDS:b0112:aroP:aromatic_amino_acid_transporter:cds107:-:1373:NC_000913.3	174	137	206	297	41	237	230	214	327	24	19	229	66	244	301	336	259	88	184	169	254	215	163	191
IGR:(CDS,b0112,aroP,aromatic_amino_acid_transporter,cds107,-,1373/CDS,b0113,pdhR,pyruvate_dehydrogenase_complex_repressor3B_autorepressor,cds108,+,764):+:816:NC_000913.3	31	51	95	112	51	97	102	74	67	40	14	110	60	93	105	83	98	97	76	110	82	65	65	60
AS_IGR:(CDS,b0112,aroP,aromatic_amino_acid_transporter,cds107,-,1373/CDS,b0113,pdhR,pyruvate_dehydrogenase_complex_repressor3B_autorepressor,cds108,+,764):+:816:NC_000913.3	32	66	106	58	49	56	60	48	59	12	11	102	53	59	87	107	58	79	123	120	70	45	34	33
CDS:b0113:pdhR:pyruvate_dehydrogenase_complex_repressor3B_autorepressor:cds108:+:764:NC_000913.3	497	486	811	887	259	1139	1109	767	538	213	113	800	420	1096	1325	798	613	723	853	726	671	873	610	667
AS_CDS:b0113:pdhR:pyruvate_dehydrogenase_complex_repressor3B_autorepressor:cds108:+:764:NC_000913.3	9	2	3	8	2	4	7	1	8	1	0	14	5	6	7	11	5	8	4	6	22	1	8	4
IGR:(CDS,b0113,pdhR,pyruvate_dehydrogenase_complex_repressor3B_autorepressor,cds108,+,764/CDS,b0114,aceE,pyruvate_dehydrogenase2C_decarboxylase_component_E12C_thiamine_triphosphate-binding,cds109,+,2663):+:2715:NC_000913.3	139	103	147	151	39	207	187	158	170	19	13	154	46	231	216	137	171	73	150	120	149	168	140	152
AS_IGR:(CDS,b0113,pdhR,pyruvate_dehydrogenase_complex_repressor3B_autorepressor,cds108,+,764/CDS,b0114,aceE,pyruvate_dehydrogenase2C_decarboxylase_component_E12C_thiamine_triphosphate-binding,cds109,+,2663):+:2715:NC_000913.3	4	2	3	4	0	3	5	3	5	1	0	7	7	8	7	3	8	3	3	6	7	2	7	4
CDS:b0114:aceE:pyruvate_dehydrogenase2C_decarboxylase_component_E12C_thiamine_triphosphate-binding:cds109:+:2663:NC_000913.3	2564	2053	2816	3332	503	5803	6193	4831	2660	273	217	2641	828	6518	6004	4686	3734	1457	3289	2865	3229	4086	3531	3269
AS_CDS:b0114:aceE:pyruvate_dehydrogenase2C_decarboxylase_component_E12C_thiamine_triphosphate-binding:cds109:+:2663:NC_000913.3	40	34	37	48	14	36	26	52	61	1	6	55	15	41	62	74	69	27	35	59	64	39	38	39
CDS:b0115:aceF:pyruvate_dehydrogenase2C_dihydrolipoyltransacetylase_component_E2:cds110:+:1892:NC_000913.3	1678	1337	1812	2442	334	3880	4506	3525	1975	167	101	1595	580	4731	4346	3244	2539	914	2206	1715	2305	2805	2590	2316
AS_CDS:b0115:aceF:pyruvate_dehydrogenase2C_dihydrolipoyltransacetylase_component_E2:cds110:+:1892:NC_000913.3	11	16	23	42	6	27	8	20	39	4	0	31	3	24	16	17	19	8	18	23	24	22	15	6
IGR:(CDS,b0115,aceF,pyruvate_dehydrogenase2C_dihydrolipoyltransacetylase_component_E2,cds110,+,1892/CDS,b0116,lpd,lipoamide_dehydrogenase2C_E3_component_is_part_of_three_enzyme_complexes,cds111,+,1424):+:1476:NC_000913.3	702	1783	2698	2147	391	3781	2921	1822	749	437	234	1795	854	3759	4803	1040	951	1199	2552	1899	2027	2528	1703	915
AS_IGR:(CDS,b0115,aceF,pyruvate_dehydrogenase2C_dihydrolipoyltransacetylase_component_E2,cds110,+,1892/CDS,b0116,lpd,lipoamide_dehydrogenase2C_E3_component_is_part_of_three_enzyme_complexes,cds111,+,1424):+:1476:NC_000913.3	55	60	86	131	10	99	56	63	104	6	3	108	12	77	73	45	122	13	64	118	126	65	33	45
CDS:b0116:lpd:lipoamide_dehydrogenase2C_E3_component_is_part_of_three_enzyme_complexes:cds111:+:1424:NC_000913.3	1457	4121	5331	6265	758	8118	7418	4051	1491	525	338	3689	1494	10412	11573	4906	2287	2799	4787	4464	4606	5833	4416	2351
AS_CDS:b0116:lpd:lipoamide_dehydrogenase2C_E3_component_is_part_of_three_enzyme_complexes:cds111:+:1424:NC_000913.3	4	7	11	10	2	7	6	3	10	2	0	20	11	11	10	44	13	4	18	9	15	17	4	7
IGR:(CDS,b0116,lpd,lipoamide_dehydrogenase2C_E3_component_is_part_of_three_enzyme_complexes,cds111,+,1424/CDS,b0117,yacH,uncharacterized_protein,cds112,-,1853):+:1905:NC_000913.3	4	14	20	23	3	43	19	15	6	3	2	17	5	43	22	14	8	6	12	16	18	23	11	7
AS_IGR:(CDS,b0116,lpd,lipoamide_dehydrogenase2C_E3_component_is_part_of_three_enzyme_complexes,cds111,+,1424/CDS,b0117,yacH,uncharacterized_protein,cds112,-,1853):+:1905:NC_000913.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0117:yacH:uncharacterized_protein:cds112:-:1853:NC_000913.3	98	22	42	68	36	59	88	121	135	17	9	98	54	95	94	124	131	46	40	68	92	118	90	90
AS_CDS:b0117:yacH:uncharacterized_protein:cds112:-:1853:NC_000913.3	87	104	144	175	44	220	147	104	122	17	7	153	90	258	172	394	129	59	135	134	177	148	112	80
IGR:(CDS,b0117,yacH,uncharacterized_protein,cds112,-,1853/CDS,b0118,acnB,bifunctional_aconitate_hydratase_22F2-methylisocitrate_dehydratase,cds113,+,2597):+:2649:NC_000913.3	209	436	646	499	211	430	461	290	423	132	64	541	345	596	678	152	296	383	516	424	455	495	419	221
AS_IGR:(CDS,b0117,yacH,uncharacterized_protein,cds112,-,1853/CDS,b0118,acnB,bifunctional_aconitate_hydratase_22F2-methylisocitrate_dehydratase,cds113,+,2597):+:2649:NC_000913.3	4	1	7	4	3	7	4	1	16	2	5	3	0	4	1	12	7	3	3	6	6	2	2	1
CDS:b0118:acnB:bifunctional_aconitate_hydratase_22F2-methylisocitrate_dehydratase:cds113:+:2597:NC_000913.3	2961	7056	10886	11922	2266	15978	13573	7775	3096	1176	680	7187	4681	18822	19996	6820	4341	7963	11311	8346	9606	11862	8505	4679
AS_CDS:b0118:acnB:bifunctional_aconitate_hydratase_22F2-methylisocitrate_dehydratase:cds113:+:2597:NC_000913.3	27	23	25	32	8	33	25	25	34	0	6	27	20	33	30	20	20	14	18	32	22	18	23	17
